                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.5429,                 1.9752,                 2.1464,                0.44839,                0.55618,                0.44352,                0.23749,                 2.4705,                 1.8285,                 3.9677,               0.006172,               0.006172,               0.006172
                     31,                 1.5327,                 1.9635,                 2.1402,                  0.449,                0.56897,                0.47442,                0.26204,                 2.4368,                 1.7885,                 3.9752,                0.00604,                0.00604,                0.00604
                     32,                 1.5371,                 1.9603,                 2.1464,                0.44393,                0.55338,                0.44769,                0.24546,                 2.4752,                  1.835,                 3.9392,               0.005908,               0.005908,               0.005908
                     33,                  1.532,                 1.9615,                  2.135,                 0.4352,                0.55418,                0.42364,                0.22188,                 2.4578,                 1.8339,                 3.9627,               0.005776,               0.005776,               0.005776
                     34,                 1.5273,                 1.9581,                 2.1335,                0.45223,                0.52585,                 0.4467,                0.23885,                 2.4393,                 1.8819,                 3.9347,               0.005644,               0.005644,               0.005644
                     35,                  1.526,                 1.9495,                 2.1376,                0.43086,                0.54018,                0.43497,                0.23071,                 2.4431,                 1.8377,                 3.9407,               0.005512,               0.005512,               0.005512
                     36,                 1.5175,                   1.94,                 2.1237,                0.43927,                0.54698,                0.44472,                0.24224,                 2.4682,                 1.7981,                 4.0591,                0.00538,                0.00538,                0.00538
                     37,                 1.5179,                 1.9384,                 2.1219,                0.43563,                0.54565,                0.42809,                0.22774,                 2.4589,                 1.8596,                  4.017,               0.005248,               0.005248,               0.005248
                     38,                 1.5158,                 1.9228,                 2.1237,                 0.4542,                0.55778,                0.45998,                0.25312,                 2.4201,                 1.8206,                 3.9507,               0.005116,               0.005116,               0.005116
                     39,                 1.5096,                  1.937,                 2.1164,                0.44953,                0.52659,                 0.4314,                0.23176,                 2.4343,                 1.8322,                 3.9686,               0.004984,               0.004984,               0.004984
                     40,                 1.5161,                 1.9374,                 2.1201,                0.42581,                0.54938,                0.41703,                 0.2237,                 2.4267,                 1.8126,                  3.943,               0.004852,               0.004852,               0.004852
                     41,                 1.5061,                 1.9265,                 2.1162,                0.44292,                0.55738,                0.44794,                0.24591,                 2.4449,                 1.8192,                 3.9335,                0.00472,                0.00472,                0.00472
                     42,                 1.5069,                 1.9275,                 2.1154,                0.43621,                0.55963,                0.44918,                0.24211,                 2.4489,                 1.8002,                 4.0564,               0.004588,               0.004588,               0.004588
                     43,                  1.502,                 1.9202,                 2.1158,                 0.4305,                0.55098,                0.41315,                0.21516,                 2.4606,                  1.852,                 4.0027,               0.004456,               0.004456,               0.004456
                     44,                 1.4925,                 1.9117,                 2.1092,                0.42601,                0.56777,                0.42336,                0.22752,                  2.431,                 1.8161,                  4.002,               0.004324,               0.004324,               0.004324
                     45,                 1.4928,                  1.913,                 2.1036,                0.44306,                0.56098,                 0.4437,                0.24369,                  2.434,                 1.8316,                  4.022,               0.004192,               0.004192,               0.004192
                     46,                 1.4928,                 1.9081,                 2.1074,                0.43389,                0.54898,                  0.422,                0.22811,                 2.4602,                  1.814,                 4.1105,                0.00406,                0.00406,                0.00406
                     47,                 1.4867,                 1.8989,                 2.0984,                0.43619,                0.56657,                0.44072,                0.23767,                 2.4341,                 1.8021,                  4.033,               0.003928,               0.003928,               0.003928
                     48,                 1.4953,                 1.8958,                 2.0997,                0.43381,                0.54058,                0.42255,                0.22536,                 2.4349,                 1.8178,                  4.037,               0.003796,               0.003796,               0.003796
                     49,                 1.4882,                 1.9028,                 2.0989,                0.45836,                0.56537,                0.44707,                0.24088,                 2.4275,                 1.7809,                 4.0445,               0.003664,               0.003664,               0.003664
                     50,                 1.4832,                 1.8982,                 2.0937,                0.44892,                0.56218,                0.45426,                0.24816,                 2.4272,                 1.7658,                 3.9743,               0.003532,               0.003532,               0.003532
                     51,                 1.4809,                 1.8898,                 2.0913,                0.45735,                0.56617,                0.47007,                0.26204,                 2.4212,                 1.7634,                 4.0498,                 0.0034,                 0.0034,                 0.0034
                     52,                 1.4741,                 1.8795,                 2.0887,                0.45156,                0.57017,                0.46941,                0.25928,                 2.4119,                 1.7604,                 4.0106,               0.003268,               0.003268,               0.003268
                     53,                 1.4777,                 1.8758,                 2.0884,                0.44761,                0.55953,                0.45136,                0.24155,                 2.4297,                 1.7764,                 4.0918,               0.003136,               0.003136,               0.003136
                     54,                 1.4746,                 1.8749,                 2.0884,                0.45895,                0.55298,                0.46014,                0.25278,                 2.4257,                 1.7734,                 4.1011,               0.003004,               0.003004,               0.003004
                     55,                  1.467,                 1.8633,                 2.0798,                0.44075,                0.55938,                0.44018,                0.23765,                 2.4161,                  1.774,                 4.0213,               0.002872,               0.002872,               0.002872
                     56,                 1.4695,                 1.8729,                 2.0761,                0.45613,                0.57537,                0.46535,                0.25334,                 2.4167,                 1.7272,                 4.0606,                0.00274,                0.00274,                0.00274
                     57,                 1.4648,                  1.858,                 2.0775,                0.45139,                0.56457,                0.45111,                0.24284,                 2.4186,                 1.7496,                 4.1044,               0.002608,               0.002608,               0.002608
                     58,                 1.4599,                 1.8675,                 2.0689,                0.44802,                0.57577,                 0.4514,                0.24537,                 2.4099,                 1.7578,                 4.0838,               0.002476,               0.002476,               0.002476
                     59,                 1.4595,                 1.8456,                 2.0763,                0.44239,                0.56433,                0.44981,                0.24445,                  2.412,                 1.7484,                 4.0888,               0.002344,               0.002344,               0.002344
                     60,                 1.4596,                  1.845,                 2.0698,                0.46082,                0.56178,                0.45943,                0.25005,                  2.422,                 1.7414,                 4.0604,               0.002212,               0.002212,               0.002212
                     61,                  1.453,                 1.8423,                 2.0638,                0.46146,                0.57297,                0.47392,                0.26012,                 2.4162,                 1.7181,                 4.1241,                0.00208,                0.00208,                0.00208
                     62,                 1.4515,                 1.8466,                 2.0673,                0.45764,                0.56457,                0.48007,                0.26419,                 2.4171,                 1.7205,                  4.125,               0.001948,               0.001948,               0.001948
                     63,                 1.4477,                 1.8496,                 2.0552,                0.45238,                0.57617,                 0.4745,                0.26169,                 2.4235,                 1.7401,                 4.1025,               0.001816,               0.001816,               0.001816
                     64,                 1.4463,                 1.8387,                  2.061,                0.46488,                0.56777,                0.47051,                0.25826,                 2.4317,                 1.7293,                 4.1188,               0.001684,               0.001684,               0.001684
                     65,                 1.3694,                  1.572,                 2.0181,                0.47085,                0.56321,                0.47117,                0.26124,                 2.4136,                 1.7077,                 4.2455,               0.001552,               0.001552,               0.001552
                     66,                 1.3396,                 1.5124,                 1.9931,                0.47908,                0.56457,                0.47101,                0.26349,                 2.4074,                 1.6931,                 4.2538,                0.00142,                0.00142,                0.00142
                     67,                 1.3417,                 1.5144,                 1.9925,                0.47617,                0.57497,                0.46888,                 0.2591,                 2.4126,                 1.6877,                 4.3079,               0.001288,               0.001288,               0.001288
                     68,                 1.3388,                 1.5016,                 1.9788,                0.47171,                0.56737,                0.47484,                0.26367,                 2.4074,                 1.6772,                 4.3078,               0.001156,               0.001156,               0.001156
                     69,                 1.3288,                 1.4884,                 1.9791,                0.45994,                0.57497,                 0.4586,                0.24988,                 2.4134,                 1.6917,                 4.3029,               0.001024,               0.001024,               0.001024
                     70,                 1.3198,                 1.4844,                 1.9763,                 0.4623,                0.57478,                0.46399,                0.25708,                 2.4042,                  1.676,                 4.2732,               0.000892,               0.000892,               0.000892
                     71,                   1.32,                 1.4707,                  1.964,                0.47735,                0.57017,                0.47901,                0.26644,                 2.4058,                 1.6576,                 4.2862,                0.00076,                0.00076,                0.00076
                     72,                 1.3111,                 1.4623,                 1.9575,                 0.4761,                0.56257,                0.47833,                0.26759,                 2.4062,                 1.6613,                 4.2962,               0.000628,               0.000628,               0.000628
                     73,                 1.3086,                 1.4673,                 1.9592,                0.46636,                0.55498,                0.46731,                0.26111,                 2.4082,                 1.6721,                 4.3115,               0.000496,               0.000496,               0.000496
                     74,                  1.304,                 1.4484,                 1.9514,                0.47137,                0.56652,                0.47062,                 0.2614,                 2.4097,                 1.6668,                 4.3351,               0.000364,               0.000364,               0.000364
