                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.4813,                 1.4112,                 1.8399,                0.61573,                 0.5445,                0.57782,                0.25964,                 1.7609,                 2.5029,                  2.041,               0.008218,               0.008218,               0.008218
                     20,                 1.4713,                 1.4094,                 1.8247,                0.61363,                 0.5134,                0.56432,                0.24753,                 1.7826,                 2.2749,                 2.0772,               0.008119,               0.008119,               0.008119
                     21,                 1.4571,                  1.399,                 1.8143,                0.61001,                0.55228,                0.57444,                0.24886,                 1.7641,                 2.4298,                  2.061,                0.00802,                0.00802,                0.00802
                     22,                 1.4736,                 1.3989,                 1.8283,                0.60389,                0.54769,                0.59079,                0.26953,                 1.7578,                 2.5385,                 2.0328,               0.007921,               0.007921,               0.007921
                     23,                 1.4633,                 1.4032,                  1.818,                 0.5865,                0.55898,                0.58274,                0.26043,                 1.7467,                 2.6733,                 2.0414,               0.007822,               0.007822,               0.007822
                     24,                 1.4571,                 1.3905,                 1.8174,                0.66288,                0.52848,                0.59314,                 0.2667,                 1.7418,                 2.3534,                 2.0516,               0.007723,               0.007723,               0.007723
                     25,                 1.4617,                 1.3766,                 1.8194,                0.60605,                0.57225,                0.59509,                0.26719,                 1.7274,                   2.55,                 2.0335,               0.007624,               0.007624,               0.007624
                     26,                 1.4574,                 1.3774,                 1.8198,                0.66481,                0.53705,                0.59356,                0.26217,                 1.7541,                 2.3633,                 2.0568,               0.007525,               0.007525,               0.007525
                     27,                 1.4599,                 1.3735,                 1.8191,                0.61715,                 0.5563,                0.57688,                0.25361,                 1.7602,                 2.2347,                 2.0663,               0.007426,               0.007426,               0.007426
                     28,                 1.4609,                 1.3804,                 1.8137,                 0.6039,                0.56032,                0.57699,                 0.2565,                 1.7564,                 2.1585,                 2.0673,               0.007327,               0.007327,               0.007327
                     29,                 1.4376,                   1.35,                 1.7997,                0.60107,                0.57239,                0.59395,                0.26522,                  1.756,                 2.3599,                 2.0622,               0.007228,               0.007228,               0.007228
                     30,                 1.4439,                 1.3479,                 1.8039,                0.63263,                 0.5315,                0.58283,                0.25769,                 1.7605,                 2.5002,                 2.0631,               0.007129,               0.007129,               0.007129
                     31,                 1.4484,                 1.3669,                 1.8063,                0.60574,                0.57048,                0.58834,                 0.2658,                 1.7427,                 2.3376,                 2.0376,                0.00703,                0.00703,                0.00703
                     32,                 1.4294,                 1.3427,                 1.7969,                0.62383,                0.54692,                0.56891,                0.25168,                 1.7383,                 2.6206,                 2.0551,               0.006931,               0.006931,               0.006931
                     33,                 1.4371,                 1.3418,                 1.8025,                0.63233,                0.54826,                0.59237,                 0.2652,                 1.7516,                 2.6139,                 2.0625,               0.006832,               0.006832,               0.006832
                     34,                 1.4328,                  1.335,                 1.8068,                0.63921,                0.55496,                0.58808,                0.25881,                 1.7488,                 2.2264,                 2.0546,               0.006733,               0.006733,               0.006733
                     35,                 1.4243,                 1.3415,                 1.7858,                 0.6142,                0.58043,                0.60498,                0.26621,                 1.7589,                 2.3091,                 2.0859,               0.006634,               0.006634,               0.006634
                     36,                 1.4262,                 1.3332,                 1.7914,                0.63425,                0.56139,                0.59489,                0.26646,                 1.7694,                  2.063,                 2.0785,               0.006535,               0.006535,               0.006535
                     37,                 1.4217,                 1.3215,                  1.782,                0.63397,                0.57172,                0.59797,                0.26084,                 1.7678,                 2.4134,                 2.0785,               0.006436,               0.006436,               0.006436
                     38,                   1.43,                 1.3273,                 1.7885,                0.62038,                0.57976,                0.59188,                0.26007,                 1.7457,                 2.2636,                 2.0478,               0.006337,               0.006337,               0.006337
                     39,                 1.4223,                 1.3099,                 1.7807,                0.61241,                0.58458,                0.59612,                0.26939,                 1.7445,                 2.1429,                 2.0504,               0.006238,               0.006238,               0.006238
                     40,                 1.4295,                  1.319,                 1.7901,                 0.6188,                0.56836,                0.59054,                0.26222,                 1.7425,                 2.2264,                 2.0348,               0.006139,               0.006139,               0.006139
                     41,                 1.4217,                 1.2949,                 1.7732,                0.64465,                0.54625,                0.58137,                0.26136,                 1.7666,                 2.4223,                 2.0477,                0.00604,                0.00604,                0.00604
                     42,                 1.4142,                 1.2965,                 1.7796,                0.61847,                0.57105,                0.59121,                0.26987,                 1.7571,                 2.4782,                 2.0635,               0.005941,               0.005941,               0.005941
                     43,                 1.4035,                 1.2879,                 1.7727,                0.62585,                0.57105,                0.59556,                0.26959,                 1.7367,                 2.1299,                 2.0359,               0.005842,               0.005842,               0.005842
                     44,                 1.4131,                 1.3078,                 1.7783,                0.62714,                0.55802,                0.59013,                0.26407,                 1.7622,                  2.223,                  2.073,               0.005743,               0.005743,               0.005743
                     45,                 1.3982,                 1.2905,                 1.7655,                0.63081,                0.55542,                0.60033,                0.26894,                 1.7682,                  2.313,                  2.073,               0.005644,               0.005644,               0.005644
                     46,                 1.4039,                 1.2698,                 1.7662,                0.68559,                0.52468,                0.59072,                0.26951,                 1.7663,                 2.0919,                 2.0747,               0.005545,               0.005545,               0.005545
                     47,                 1.4024,                 1.2804,                 1.7553,                0.61075,                0.58786,                0.60403,                0.27208,                 1.7517,                 2.2094,                 2.0505,               0.005446,               0.005446,               0.005446
                     48,                 1.4045,                 1.2688,                  1.765,                0.61714,                0.59048,                0.59961,                0.26641,                 1.7646,                 2.2471,                 2.0613,               0.005347,               0.005347,               0.005347
                     49,                 1.3981,                 1.2724,                 1.7568,                0.62612,                 0.5811,                0.59949,                0.27068,                 1.7543,                 2.0555,                 2.0634,               0.005248,               0.005248,               0.005248
                     50,                 1.3887,                 1.2537,                 1.7497,                0.63862,                0.57976,                0.60836,                0.27338,                 1.7568,                 2.2408,                   2.06,               0.005149,               0.005149,               0.005149
                     51,                 1.3858,                 1.2549,                 1.7466,                0.62131,                0.57976,                0.59917,                0.27197,                  1.748,                 2.0594,                 2.0579,                0.00505,                0.00505,                0.00505
                     52,                  1.388,                 1.2409,                 1.7462,                 0.6294,                0.56971,                0.60281,                0.26853,                  1.763,                 2.1288,                 2.0576,               0.004951,               0.004951,               0.004951
                     53,                 1.3799,                 1.2473,                 1.7479,                0.63873,                0.56903,                0.59678,                0.27047,                 1.7452,                 2.1515,                  2.041,               0.004852,               0.004852,               0.004852
                     54,                 1.3756,                 1.2348,                 1.7451,                0.62994,                0.57507,                0.59173,                0.26422,                 1.7617,                 2.1876,                 2.0693,               0.004753,               0.004753,               0.004753
                     55,                 1.3697,                   1.23,                 1.7354,                0.63367,                0.57373,                0.59524,                0.26533,                 1.7565,                 2.2265,                 2.0581,               0.004654,               0.004654,               0.004654
                     56,                  1.376,                 1.2244,                 1.7335,                0.62857,                0.57172,                0.59913,                 0.2694,                 1.7678,                  2.177,                 2.0718,               0.004555,               0.004555,               0.004555
                     57,                 1.3672,                 1.2173,                 1.7244,                 0.6204,                0.57291,                0.59552,                0.26927,                 1.7547,                 2.1444,                  2.058,               0.004456,               0.004456,               0.004456
                     58,                 1.3541,                 1.2112,                 1.7177,                0.64548,                0.56014,                0.60003,                0.26757,                 1.7668,                 2.1273,                 2.0813,               0.004357,               0.004357,               0.004357
                     59,                 1.3604,                 1.1928,                 1.7195,                 0.6164,                0.57727,                0.59746,                0.26927,                 1.7657,                 2.1682,                  2.088,               0.004258,               0.004258,               0.004258
                     60,                 1.3514,                 1.2127,                 1.7149,                0.65141,                0.56568,                0.60682,                0.26984,                 1.7687,                 2.1049,                 2.0819,               0.004159,               0.004159,               0.004159
                     61,                 1.3519,                 1.1901,                 1.7147,                0.62518,                0.56032,                0.58774,                0.26639,                 1.7653,                 2.0873,                 2.0775,                0.00406,                0.00406,                0.00406
                     62,                 1.3565,                 1.1971,                 1.7113,                0.66529,                0.55027,                0.60132,                0.26954,                 1.7637,                 2.1734,                 2.0903,               0.003961,               0.003961,               0.003961
                     63,                 1.3571,                 1.1951,                  1.715,                0.63284,                0.57842,                 0.6083,                0.27196,                 1.7682,                 2.1667,                 2.0832,               0.003862,               0.003862,               0.003862
                     64,                 1.3401,                 1.1792,                 1.7055,                0.63538,                0.57909,                0.59706,                0.26384,                 1.7751,                 2.1529,                 2.0918,               0.003763,               0.003763,               0.003763
                     65,                 1.3396,                 1.1766,                 1.6983,                  0.638,                 0.5945,                0.60581,                0.26907,                 1.7708,                 2.1246,                 2.0922,               0.003664,               0.003664,               0.003664
                     66,                 1.3311,                 1.1663,                 1.7014,                 0.6231,                 0.5878,                0.59706,                0.26798,                 1.7765,                 2.0989,                 2.0929,               0.003565,               0.003565,               0.003565
                     67,                 1.3317,                 1.1671,                  1.698,                0.64026,                0.57842,                 0.5987,                0.26768,                 1.7734,                 2.1391,                 2.0969,               0.003466,               0.003466,               0.003466
                     68,                  1.336,                 1.1654,                 1.6915,                0.65131,                0.57641,                0.59566,                0.26841,                 1.7828,                 2.0711,                 2.1005,               0.003367,               0.003367,               0.003367
                     69,                 1.3252,                 1.1538,                 1.6878,                0.64251,                 0.5734,                0.59209,                0.26718,                 1.7793,                 2.1902,                 2.0991,               0.003268,               0.003268,               0.003268
                     70,                 1.3205,                 1.1583,                 1.6895,                0.61885,                0.58512,                0.58243,                0.26034,                 1.7774,                 2.2253,                 2.1052,               0.003169,               0.003169,               0.003169
                     71,                 1.3205,                 1.1431,                 1.6814,                0.63049,                0.57574,                0.59182,                0.26604,                 1.7812,                  2.356,                 2.1077,                0.00307,                0.00307,                0.00307
                     72,                 1.3149,                 1.1358,                 1.6787,                0.64905,                0.57708,                0.59541,                0.27055,                 1.7748,                 2.3496,                 2.1074,               0.002971,               0.002971,               0.002971
                     73,                 1.3086,                  1.123,                 1.6752,                0.64566,                  0.563,                0.59038,                0.27017,                 1.7792,                 2.2175,                 2.1109,               0.002872,               0.002872,               0.002872
                     74,                  1.301,                 1.1238,                 1.6634,                 0.6577,                0.55633,                0.58933,                0.26682,                 1.7784,                 2.2652,                 2.1081,               0.002773,               0.002773,               0.002773
                     75,                 1.2997,                 1.1261,                 1.6676,                0.62919,                0.57172,                0.58411,                0.26529,                 1.7753,                 2.1627,                  2.104,               0.002674,               0.002674,               0.002674
                     76,                 1.2884,                 1.1089,                 1.6668,                0.64125,                0.56099,                0.58916,                0.26722,                  1.777,                 2.2186,                 2.1057,               0.002575,               0.002575,               0.002575
                     77,                 1.2953,                 1.1046,                 1.6635,                0.64602,                0.57245,                 0.5929,                0.26714,                 1.7802,                 2.2222,                 2.1119,               0.002476,               0.002476,               0.002476
                     78,                  1.294,                 1.1142,                 1.6611,                0.64388,                  0.563,                0.58253,                0.26141,                  1.788,                 2.2086,                 2.1157,               0.002377,               0.002377,               0.002377
                     79,                  1.282,                 1.0907,                 1.6439,                0.65088,                0.55898,                0.58641,                0.26127,                 1.7906,                 2.2849,                 2.1193,               0.002278,               0.002278,               0.002278
                     80,                 1.2824,                  1.095,                 1.6478,                0.66036,                  0.563,                0.59129,                0.26581,                 1.7804,                 2.2667,                 2.1112,               0.002179,               0.002179,               0.002179
                     81,                 1.2811,                 1.0898,                 1.6445,                0.64208,                0.57233,                0.59615,                 0.2659,                 1.7895,                 2.2472,                 2.1187,                0.00208,                0.00208,                0.00208
                     82,                 1.2674,                 1.0822,                 1.6393,                0.65967,                0.57105,                0.59707,                  0.269,                 1.7888,                 2.1507,                 2.1195,               0.001981,               0.001981,               0.001981
                     83,                 1.2739,                 1.0728,                 1.6462,                0.65888,                0.55898,                0.59024,                0.26689,                   1.79,                 2.1044,                 2.1225,               0.001882,               0.001882,               0.001882
                     84,                 1.2642,                 1.0683,                 1.6302,                0.64099,                0.56434,                0.58994,                0.26507,                 1.7939,                 2.0339,                 2.1289,               0.001783,               0.001783,               0.001783
                     85,                 1.2677,                 1.0646,                 1.6278,                0.62826,                  0.563,                0.58634,                0.26277,                 1.7969,                 2.0437,                 2.1368,               0.001684,               0.001684,               0.001684
                     86,                 1.2625,                   1.07,                 1.6305,                0.62878,                 0.5744,                0.59155,                0.26397,                 1.7955,                 2.0316,                  2.138,               0.001585,               0.001585,               0.001585
                     87,                 1.2605,                  1.063,                 1.6281,                0.60854,                0.58138,                0.58863,                0.26527,                 1.7913,                 2.0351,                 2.1348,               0.001486,               0.001486,               0.001486
                     88,                 1.2527,                  1.063,                 1.6236,                 0.5991,                0.59296,                0.59111,                0.26475,                 1.7916,                 2.0558,                 2.1372,               0.001387,               0.001387,               0.001387
                     89,                 1.2516,                 1.0454,                 1.6202,                0.59945,                 0.5888,                0.58506,                0.26312,                 1.7934,                 2.0498,                 2.1375,               0.001288,               0.001288,               0.001288
                     90,                 1.3256,                0.94857,                 1.6414,                0.62523,                0.57586,                0.58787,                0.26368,                 1.7947,                 2.0058,                 2.1337,               0.001189,               0.001189,               0.001189
                     91,                 1.3124,                 0.9293,                 1.6306,                0.62673,                 0.5744,                0.58683,                0.26426,                 1.7939,                 1.9742,                 2.1357,                0.00109,                0.00109,                0.00109
                     92,                  1.308,                0.91275,                 1.6255,                0.62643,                 0.5811,                0.59074,                0.26463,                  1.797,                 1.9802,                 2.1448,               0.000991,               0.000991,               0.000991
                     93,                  1.295,                0.90512,                 1.6081,                0.64802,                0.56434,                0.59173,                0.26464,                 1.7996,                 1.9894,                 2.1502,               0.000892,               0.000892,               0.000892
                     94,                 1.2823,                0.89603,                 1.6053,                0.61682,                0.58914,                 0.5923,                0.26567,                 1.8016,                 1.9742,                 2.1506,               0.000793,               0.000793,               0.000793
                     95,                   1.28,                0.88021,                 1.6004,                0.62937,                0.58272,                0.59169,                0.26534,                 1.8023,                 1.9558,                 2.1513,               0.000694,               0.000694,               0.000694
                     96,                 1.2715,                0.88329,                 1.5913,                0.62262,                0.58056,                0.58954,                0.26469,                 1.8052,                 1.9492,                 2.1552,               0.000595,               0.000595,               0.000595
                     97,                 1.2699,                0.87384,                 1.5964,                0.63647,                0.57574,                0.59042,                0.26395,                 1.8086,                 1.9666,                 2.1601,               0.000496,               0.000496,               0.000496
                     98,                 1.2557,                 0.8587,                 1.5788,                0.64119,                0.56501,                0.58812,                0.26326,                 1.8088,                 1.9723,                 2.1647,               0.000397,               0.000397,               0.000397
                     99,                  1.253,                0.85671,                 1.5795,                0.63472,                 0.5811,                 0.5888,                0.26311,                 1.8097,                 1.9808,                 2.1674,               0.000298,               0.000298,               0.000298
