                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.4602,                 1.8336,                  2.069,                0.44251,                0.57001,                0.46715,                0.25713,                 2.4478,                 1.7565,                 4.0913,                0.00538,                0.00538,                0.00538
                     37,                 1.4638,                 1.8352,                 2.0671,                0.43327,                0.56218,                0.45032,                0.24518,                 2.4505,                 1.7624,                   4.03,               0.005248,               0.005248,               0.005248
                     38,                 1.4527,                 1.8278,                  2.063,                0.46621,                0.54978,                 0.4765,                0.26345,                 2.4321,                 1.7297,                 3.9644,               0.005116,               0.005116,               0.005116
                     39,                 1.4577,                 1.8358,                  2.065,                0.45931,                0.56724,                0.46015,                0.24666,                 2.4541,                 1.7692,                 4.0908,               0.004984,               0.004984,               0.004984
                     40,                 1.4573,                 1.8336,                 2.0642,                0.43946,                0.56497,                0.43662,                0.23372,                 2.4398,                 1.7635,                 4.0138,               0.004852,               0.004852,               0.004852
                     41,                 1.4521,                  1.826,                 2.0606,                0.46088,                 0.5599,                0.47194,                0.25822,                 2.4527,                 1.7799,                 4.1082,                0.00472,                0.00472,                0.00472
                     42,                 1.4491,                 1.8249,                 2.0544,                0.46447,                0.56318,                0.46904,                0.25358,                 2.4494,                  1.745,                 4.1059,               0.004588,               0.004588,               0.004588
                     43,                  1.443,                 1.8108,                 2.0563,                0.42434,                0.55458,                0.42935,                 0.2267,                 2.4473,                 1.7921,                 4.0352,               0.004456,               0.004456,               0.004456
                     44,                 1.4361,                 1.8071,                 2.0506,                0.43677,                0.55778,                0.43589,                0.23452,                 2.4359,                 1.7674,                 4.0796,               0.004324,               0.004324,               0.004324
                     45,                 1.4344,                 1.8038,                 2.0421,                0.44894,                0.56713,                0.46557,                0.25365,                 2.4402,                 1.7362,                 4.1792,               0.004192,               0.004192,               0.004192
                     46,                 1.4405,                 1.7969,                 2.0519,                0.43992,                0.56377,                0.44774,                0.24324,                 2.4603,                 1.7392,                 4.1734,                0.00406,                0.00406,                0.00406
                     47,                 1.4273,                 1.7895,                 2.0372,                0.44957,                0.55418,                0.45165,                0.24433,                 2.4435,                  1.753,                 4.1293,               0.003928,               0.003928,               0.003928
                     48,                 1.4376,                 1.7892,                 2.0438,                0.43958,                0.57537,                0.45682,                 0.2493,                  2.442,                 1.7436,                 4.1504,               0.003796,               0.003796,               0.003796
                     49,                 1.4312,                 1.7954,                 2.0418,                0.45262,                0.57858,                0.46573,                0.25569,                 2.4386,                 1.7269,                    4.1,               0.003664,               0.003664,               0.003664
                     50,                 1.4225,                 1.7945,                 2.0325,                0.46443,                0.58257,                0.48086,                0.26605,                 2.4236,                 1.6849,                  4.109,               0.003532,               0.003532,               0.003532
                     51,                 1.4232,                 1.7826,                 2.0332,                0.47069,                0.57257,                0.48926,                0.27292,                 2.4273,                 1.6967,                 4.1639,                 0.0034,                 0.0034,                 0.0034
                     52,                 1.4147,                  1.766,                 2.0265,                0.46717,                0.56218,                0.47559,                0.26172,                 2.4361,                  1.725,                  4.143,               0.003268,               0.003268,               0.003268
                     53,                 1.4154,                  1.768,                 2.0263,                0.46025,                0.56801,                0.47509,                0.26013,                 2.4517,                 1.7265,                 4.2039,               0.003136,               0.003136,               0.003136
                     54,                 1.4175,                 1.7689,                 2.0279,                0.46157,                0.56857,                 0.4721,                0.25756,                 2.4435,                 1.7439,                 4.2163,               0.003004,               0.003004,               0.003004
                     55,                 1.4085,                 1.7537,                 2.0196,                 0.4531,                0.57537,                0.46911,                 0.2554,                 2.4457,                 1.7263,                 4.1247,               0.002872,               0.002872,               0.002872
                     56,                 1.4109,                 1.7639,                 2.0147,                0.46611,                0.59456,                0.48495,                0.26846,                 2.4325,                  1.681,                 4.1753,                0.00274,                0.00274,                0.00274
                     57,                 1.4077,                 1.7485,                 2.0149,                0.46034,                0.56719,                0.46317,                0.24819,                 2.4432,                 1.7198,                 4.2124,               0.002608,               0.002608,               0.002608
                     58,                 1.4034,                 1.7525,                 2.0094,                0.47025,                0.57535,                0.46781,                 0.2547,                 2.4435,                 1.7244,                 4.1923,               0.002476,               0.002476,               0.002476
                     59,                 1.4034,                 1.7388,                 2.0189,                0.45227,                0.58737,                 0.4643,                0.25199,                 2.4472,                  1.722,                 4.2139,               0.002344,               0.002344,               0.002344
                     60,                 1.3986,                 1.7383,                 2.0059,                0.46134,                0.58377,                0.46791,                0.25324,                  2.455,                 1.7221,                 4.1928,               0.002212,               0.002212,               0.002212
                     61,                 1.3947,                 1.7306,                 2.0011,                0.47316,                0.57297,                0.48171,                0.26594,                 2.4382,                 1.6863,                 4.2061,                0.00208,                0.00208,                0.00208
                     62,                 1.3956,                 1.7304,                 2.0057,                0.47848,                0.57937,                0.48643,                0.26802,                  2.446,                 1.6839,                 4.1661,               0.001948,               0.001948,               0.001948
                     63,                 1.3929,                 1.7338,                 1.9971,                0.46562,                0.58426,                0.48519,                0.26923,                 2.4439,                 1.6889,                 4.1999,               0.001816,               0.001816,               0.001816
                     64,                 1.3895,                 1.7239,                 2.0004,                0.47932,                0.57137,                0.47778,                 0.2611,                 2.4478,                  1.697,                 4.2289,               0.001684,               0.001684,               0.001684
                     65,                 1.2979,                 1.4312,                 1.9374,                0.46722,                0.57681,                0.47207,                0.26019,                 2.4408,                 1.6932,                  4.346,               0.001552,               0.001552,               0.001552
                     66,                 1.2668,                 1.3635,                 1.9149,                0.46527,                0.59176,                0.47935,                 0.2666,                 2.4366,                 1.6773,                 4.3844,                0.00142,                0.00142,                0.00142
                     67,                 1.2698,                 1.3609,                 1.9126,                0.46795,                0.59136,                0.48419,                0.26893,                 2.4326,                 1.6781,                 4.4372,               0.001288,               0.001288,               0.001288
                     68,                 1.2684,                  1.352,                 1.8996,                0.47256,                0.59336,                0.48729,                0.27111,                  2.437,                 1.6762,                   4.44,               0.001156,               0.001156,               0.001156
                     69,                  1.258,                 1.3366,                 1.8983,                0.46444,                0.58457,                0.47581,                0.26078,                 2.4416,                 1.6778,                 4.4207,               0.001024,               0.001024,               0.001024
                     70,                 1.2458,                 1.3293,                 1.8889,                0.47421,                0.57735,                 0.4786,                0.26306,                 2.4366,                 1.6773,                 4.4203,               0.000892,               0.000892,               0.000892
                     71,                 1.2504,                 1.3207,                 1.8845,                0.47776,                0.58936,                0.48643,                0.26834,                 2.4393,                 1.6626,                 4.4454,                0.00076,                0.00076,                0.00076
                     72,                 1.2374,                 1.3103,                 1.8752,                0.47126,                 0.5816,                0.48299,                0.26687,                 2.4387,                  1.666,                 4.4492,               0.000628,               0.000628,               0.000628
                     73,                 1.2368,                 1.3154,                 1.8777,                0.46771,                0.58776,                0.47558,                 0.2632,                 2.4405,                  1.668,                 4.4521,               0.000496,               0.000496,               0.000496
                     74,                 1.2364,                 1.2979,                 1.8712,                0.48015,                0.56725,                0.48125,                0.26622,                 2.4393,                 1.6656,                 4.4569,               0.000364,               0.000364,               0.000364
