                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.7078,                 1.9507,                 2.0631,                 0.4717,                0.50603,                0.45503,                0.18784,                 1.8053,                 3.5016,                 2.0783,               0.008812,               0.008812,               0.008812
                     14,                 1.7045,                 1.9263,                 2.0524,                 0.4844,                0.46849,                0.45462,                0.18026,                 1.8366,                 3.9117,                 2.1106,               0.008713,               0.008713,               0.008713
                     15,                 1.6935,                 1.9069,                 2.0489,                0.50281,                0.46783,                0.45879,                0.19294,                 1.8076,                 3.1814,                 2.1112,               0.008614,               0.008614,               0.008614
                     16,                 1.6909,                 1.9053,                 2.0423,                0.52244,                    0.5,                0.47708,                0.20138,                 1.7618,                  3.634,                 2.0603,               0.008515,               0.008515,               0.008515
                     17,                 1.6762,                 1.8761,                   2.03,                0.46893,                0.47654,                0.45326,                 0.1889,                 1.7545,                 3.2307,                 2.0385,               0.008416,               0.008416,               0.008416
                     18,                 1.6703,                 1.8469,                 2.0274,                0.48916,                0.51273,                0.46639,                0.19721,                 1.7656,                 2.9556,                 2.0447,               0.008317,               0.008317,               0.008317
                     19,                 1.6703,                  1.841,                 2.0239,                0.52129,                0.45576,                0.47457,                 0.2065,                 1.7647,                 2.6439,                 2.0468,               0.008218,               0.008218,               0.008218
                     20,                 1.6598,                 1.8338,                 2.0122,                0.50501,                0.48391,                0.48383,                0.21267,                 1.7673,                 2.9688,                 2.0516,               0.008119,               0.008119,               0.008119
                     21,                 1.6479,                 1.8232,                 2.0002,                0.55673,                0.51206,                 0.5197,                0.22728,                 1.7664,                 3.1717,                 2.0662,                0.00802,                0.00802,                0.00802
                     22,                 1.6495,                 1.8249,                  2.005,                0.54665,                0.50737,                 0.5176,                0.22579,                 1.7571,                  2.905,                 2.0367,               0.007921,               0.007921,               0.007921
                     23,                 1.6446,                 1.8092,                 1.9995,                0.56094,                0.47989,                0.50546,                0.22426,                 1.7528,                 2.9674,                 2.0512,               0.007822,               0.007822,               0.007822
                     24,                 1.6452,                 1.7912,                 2.0042,                0.58212,                0.51743,                0.53838,                0.23413,                 1.7567,                 2.6598,                 2.0466,               0.007723,               0.007723,               0.007723
                     25,                 1.6294,                 1.7743,                 1.9897,                0.58745,                0.51273,                0.54454,                 0.2339,                 1.7573,                 2.8281,                 2.0561,               0.007624,               0.007624,               0.007624
                     26,                 1.6333,                 1.7683,                 1.9916,                0.57262,                0.49062,                 0.5305,                0.24054,                 1.7172,                 3.0945,                 2.0046,               0.007525,               0.007525,               0.007525
                     27,                 1.6287,                 1.7554,                 1.9849,                0.57848,                 0.4933,                0.53416,                0.23866,                 1.7386,                 3.2502,                 2.0409,               0.007426,               0.007426,               0.007426
                     28,                 1.6339,                 1.7663,                 1.9913,                0.58327,                0.51688,                0.54203,                0.23231,                 1.7177,                 3.2214,                 2.0303,               0.007327,               0.007327,               0.007327
                     29,                  1.618,                 1.7274,                  1.978,                0.56996,                0.52212,                0.55284,                 0.2441,                 1.7317,                 2.6706,                  2.013,               0.007228,               0.007228,               0.007228
                     30,                 1.6125,                 1.7316,                 1.9765,                0.57026,                0.52681,                0.55388,                0.24718,                 1.7291,                 2.8859,                  2.026,               0.007129,               0.007129,               0.007129
                     31,                 1.6133,                 1.7456,                  1.969,                0.58822,                0.52011,                0.55245,                0.24734,                 1.7335,                 2.5523,                 2.0051,                0.00703,                0.00703,                0.00703
                     32,                 1.5965,                 1.7098,                 1.9724,                0.56968,                 0.5248,                0.54044,                0.23895,                 1.7368,                 3.2978,                 2.0377,               0.006931,               0.006931,               0.006931
                     33,                 1.6018,                 1.7059,                 1.9719,                0.60465,                0.52792,                0.57205,                0.25645,                 1.7262,                 2.5833,                 2.0189,               0.006832,               0.006832,               0.006832
                     34,                 1.6001,                 1.6952,                 1.9737,                0.58152,                0.51877,                 0.5593,                0.25076,                 1.7088,                 3.0103,                 2.0182,               0.006733,               0.006733,               0.006733
                     35,                  1.588,                 1.6992,                 1.9564,                0.57041,                0.54731,                0.54385,                0.24526,                 1.6997,                 2.6651,                 2.0188,               0.006634,               0.006634,               0.006634
                     36,                 1.5857,                 1.6855,                  1.957,                0.59397,                0.50536,                0.55862,                0.25618,                 1.7137,                 2.5771,                 2.0219,               0.006535,               0.006535,               0.006535
                     37,                 1.5784,                 1.6632,                 1.9414,                0.61515,                0.52279,                0.56114,                0.25035,                  1.704,                 2.9614,                 1.9972,               0.006436,               0.006436,               0.006436
                     38,                 1.5877,                 1.6779,                 1.9515,                0.58171,                0.52949,                0.55666,                0.25822,                  1.689,                 2.5078,                 1.9858,               0.006337,               0.006337,               0.006337
                     39,                 1.5775,                 1.6652,                 1.9414,                0.60182,                0.55027,                0.57385,                0.26486,                 1.6858,                 2.7686,                 1.9915,               0.006238,               0.006238,               0.006238
                     40,                 1.5751,                 1.6568,                 1.9437,                0.59947,                0.53166,                0.56977,                0.25389,                 1.6963,                 2.8018,                 1.9899,               0.006139,               0.006139,               0.006139
                     41,                 1.5685,                 1.6505,                 1.9317,                0.61703,                0.53485,                0.58849,                0.26814,                  1.694,                 2.8985,                 1.9959,                0.00604,                0.00604,                0.00604
                     42,                 1.5653,                 1.6301,                 1.9363,                0.61964,                0.52212,                 0.5769,                0.25791,                 1.6875,                 2.7991,                 1.9806,               0.005941,               0.005941,               0.005941
                     43,                 1.5492,                 1.6242,                 1.9298,                0.59866,                0.54687,                0.56774,                0.25802,                 1.6802,                 2.6895,                 1.9713,               0.005842,               0.005842,               0.005842
                     44,                 1.5593,                 1.6328,                  1.933,                0.62315,                 0.5315,                0.57733,                0.26132,                 1.6743,                 2.6672,                  1.979,               0.005743,               0.005743,               0.005743
                     45,                 1.5504,                 1.6115,                 1.9244,                0.61293,                0.52535,                0.57217,                0.26028,                 1.6921,                 2.6046,                  1.989,               0.005644,               0.005644,               0.005644
                     46,                 1.5528,                 1.5968,                 1.9229,                0.61907,                0.55027,                0.58689,                 0.2709,                 1.6745,                  2.559,                 1.9673,               0.005545,               0.005545,               0.005545
                     47,                 1.5497,                 1.6112,                 1.9096,                0.60334,                0.54745,                0.58722,                0.27012,                 1.6883,                 2.5143,                 1.9693,               0.005446,               0.005446,               0.005446
                     48,                 1.5555,                 1.6046,                 1.9187,                0.60682,                0.54155,                0.57166,                0.25221,                 1.6976,                 2.6815,                 1.9813,               0.005347,               0.005347,               0.005347
                     49,                 1.5419,                 1.6022,                 1.9093,                0.61275,                0.54192,                0.59313,                0.27591,                 1.6814,                 2.4392,                 1.9891,               0.005248,               0.005248,               0.005248
                     50,                 1.5346,                 1.5813,                 1.9019,                0.62723,                0.55764,                0.59777,                0.27366,                 1.6884,                 2.6205,                 1.9846,               0.005149,               0.005149,               0.005149
                     51,                 1.5317,                 1.5805,                 1.9064,                0.62988,                0.54979,                0.58683,                0.26423,                 1.6699,                 2.4943,                 1.9647,                0.00505,                0.00505,                0.00505
                     52,                 1.5332,                 1.5672,                 1.9014,                0.63969,                0.54357,                 0.5928,                0.26502,                 1.7049,                 2.6936,                      2,               0.004951,               0.004951,               0.004951
                     53,                 1.5326,                 1.5599,                 1.9029,                0.62105,                  0.563,                0.59264,                0.26752,                  1.689,                 2.3594,                 1.9802,               0.004852,               0.004852,               0.004852
                     54,                 1.5205,                 1.5503,                 1.8919,                0.61627,                0.56166,                 0.5966,                0.26991,                 1.6871,                 2.7062,                 1.9875,               0.004753,               0.004753,               0.004753
                     55,                 1.5122,                   1.55,                 1.8851,                0.62251,                0.54692,                0.59892,                0.27439,                 1.6859,                 2.5808,                 1.9898,               0.004654,               0.004654,               0.004654
                     56,                 1.5229,                 1.5542,                 1.8933,                0.62046,                0.56539,                0.60413,                0.27198,                 1.6928,                  2.522,                 1.9866,               0.004555,               0.004555,               0.004555
                     57,                 1.5106,                 1.5368,                 1.8762,                0.62547,                0.55764,                0.59579,                0.27169,                 1.6744,                 2.4858,                 1.9651,               0.004456,               0.004456,               0.004456
                     58,                 1.5024,                 1.5276,                 1.8754,                0.61773,                0.55362,                0.59618,                0.26954,                 1.6834,                  2.553,                 1.9881,               0.004357,               0.004357,               0.004357
                     59,                 1.5067,                   1.51,                 1.8762,                0.64176,                0.54491,                0.61177,                0.27794,                 1.6818,                 2.5196,                 1.9837,               0.004258,               0.004258,               0.004258
                     60,                 1.5006,                 1.5288,                 1.8744,                0.62386,                0.55563,                0.60476,                0.27433,                 1.6843,                 2.4031,                 1.9951,               0.004159,               0.004159,               0.004159
                     61,                 1.5017,                 1.4996,                 1.8689,                0.62572,                0.55697,                0.60296,                0.27943,                 1.6751,                 2.4451,                 1.9831,                0.00406,                0.00406,                0.00406
                     62,                 1.5102,                 1.5089,                  1.873,                 0.6089,                0.56434,                 0.5968,                0.26807,                  1.683,                 2.4462,                 1.9894,               0.003961,               0.003961,               0.003961
                     63,                 1.5061,                 1.5059,                 1.8683,                0.63219,                0.55757,                 0.6027,                 0.2762,                 1.6768,                 2.4226,                 1.9809,               0.003862,               0.003862,               0.003862
                     64,                 1.4918,                  1.497,                 1.8643,                 0.5994,                0.57665,                0.59752,                0.27121,                 1.6884,                  2.369,                 1.9857,               0.003763,               0.003763,               0.003763
                     65,                 1.4882,                 1.4912,                 1.8551,                0.61078,                0.58163,                0.60361,                0.27596,                 1.6833,                 2.4653,                 1.9889,               0.003664,               0.003664,               0.003664
                     66,                 1.4824,                 1.4806,                 1.8581,                0.63506,                0.56032,                0.60033,                0.27236,                 1.6842,                 2.4152,                 1.9767,               0.003565,               0.003565,               0.003565
                     67,                 1.4823,                 1.4743,                 1.8546,                0.61479,                0.55946,                0.60197,                0.27327,                 1.6886,                 2.4903,                 1.9857,               0.003466,               0.003466,               0.003466
                     68,                 1.4888,                 1.4802,                 1.8506,                0.62138,                0.57038,                0.60668,                0.27565,                 1.6768,                 2.4661,                 1.9719,               0.003367,               0.003367,               0.003367
                     69,                 1.4761,                 1.4644,                 1.8486,                0.60963,                0.57708,                0.60393,                0.27492,                 1.6822,                 2.4968,                 1.9797,               0.003268,               0.003268,               0.003268
                     70,                 1.4714,                 1.4565,                 1.8475,                0.60853,                0.58646,                0.60263,                 0.2761,                 1.6932,                 2.5357,                 1.9874,               0.003169,               0.003169,               0.003169
                     71,                 1.4653,                 1.4475,                 1.8347,                0.61584,                0.59182,                0.60835,                0.27681,                 1.6995,                 2.4842,                 1.9983,                0.00307,                0.00307,                0.00307
                     72,                 1.4678,                  1.433,                 1.8367,                0.61295,                 0.5744,                0.61067,                0.27809,                 1.6964,                 2.4262,                      2,               0.002971,               0.002971,               0.002971
                     73,                 1.4595,                 1.4225,                 1.8334,                0.63367,                0.56809,                0.60817,                0.27448,                  1.704,                 2.3486,                 2.0078,               0.002872,               0.002872,               0.002872
                     74,                 1.4543,                 1.4355,                 1.8247,                0.62971,                0.56032,                0.60842,                 0.2748,                 1.6931,                   2.38,                 1.9997,               0.002773,               0.002773,               0.002773
                     75,                 1.4498,                 1.4275,                 1.8286,                0.63645,                0.55831,                0.60484,                0.27709,                 1.6906,                 2.4061,                 1.9939,               0.002674,               0.002674,               0.002674
                     76,                 1.4384,                 1.4122,                 1.8226,                0.62843,                0.55898,                0.60583,                0.27713,                 1.6878,                 2.3951,                 1.9935,               0.002575,               0.002575,               0.002575
                     77,                 1.4493,                 1.4112,                 1.8265,                0.61524,                0.57373,                0.60674,                0.27894,                 1.6855,                  2.384,                 1.9957,               0.002476,               0.002476,               0.002476
                     78,                 1.4429,                 1.4092,                 1.8164,                0.63259,                 0.5563,                0.60461,                0.27554,                 1.6858,                 2.3912,                 1.9928,               0.002377,               0.002377,               0.002377
                     79,                 1.4297,                 1.3853,                 1.8017,                0.63026,                0.55563,                0.60592,                0.27538,                 1.6863,                 2.4527,                 1.9925,               0.002278,               0.002278,               0.002278
                     80,                 1.4347,                 1.3914,                 1.8077,                0.64163,                0.54961,                0.61053,                0.27802,                 1.6866,                  2.417,                  1.989,               0.002179,               0.002179,               0.002179
                     81,                 1.4341,                 1.3886,                 1.8099,                0.64902,                 0.5503,                0.61111,                0.27626,                 1.6867,                  2.403,                 1.9915,                0.00208,                0.00208,                0.00208
                     82,                 1.4231,                 1.3813,                  1.804,                0.63287,                0.56836,                0.61322,                0.27913,                 1.6869,                  2.379,                 1.9943,               0.001981,               0.001981,               0.001981
                     83,                   1.43,                 1.3715,                 1.8088,                0.63789,                0.56836,                0.61304,                0.28041,                 1.6913,                 2.3649,                 1.9933,               0.001882,               0.001882,               0.001882
                     84,                 1.4227,                 1.3578,                  1.797,                0.64602,                0.55831,                0.61164,                0.27904,                 1.6966,                 2.3542,                 1.9959,               0.001783,               0.001783,               0.001783
                     85,                 1.4201,                 1.3534,                 1.7872,                0.63913,                 0.5674,                0.61064,                0.27655,                 1.7026,                 2.3484,                 2.0017,               0.001684,               0.001684,               0.001684
                     86,                 1.4185,                 1.3696,                 1.7937,                0.62252,                0.57775,                0.61156,                0.27555,                 1.7052,                 2.3296,                 2.0045,               0.001585,               0.001585,               0.001585
                     87,                 1.4168,                 1.3552,                 1.7907,                0.62453,                0.57172,                0.61157,                0.27673,                 1.7045,                 2.3579,                 2.0015,               0.001486,               0.001486,               0.001486
                     88,                 1.4119,                 1.3464,                  1.788,                 0.6499,                0.55864,                0.61413,                0.27823,                 1.7014,                 2.3287,                 1.9965,               0.001387,               0.001387,               0.001387
                     89,                 1.4096,                  1.342,                 1.7894,                0.64033,                0.57037,                0.61322,                0.27874,                 1.7008,                 2.3101,                  1.999,               0.001288,               0.001288,               0.001288
                     90,                 1.5221,                 1.2756,                 1.8468,                0.63263,                0.57479,                0.61367,                0.28155,                 1.6947,                  2.252,                 1.9938,               0.001189,               0.001189,               0.001189
                     91,                 1.5167,                 1.2566,                 1.8436,                0.64316,                0.56415,                0.61647,                0.28308,                 1.6963,                 2.2056,                 1.9995,                0.00109,                0.00109,                0.00109
                     92,                 1.5035,                 1.2405,                 1.8305,                0.65209,                0.56405,                 0.6198,                0.28238,                 1.6997,                 2.1999,                 2.0041,               0.000991,               0.000991,               0.000991
                     93,                 1.4969,                 1.2302,                 1.8172,                0.63571,                0.57641,                0.61696,                 0.2813,                 1.7007,                 2.1897,                  2.005,               0.000892,               0.000892,               0.000892
                     94,                 1.4849,                  1.227,                 1.8161,                0.63455,                0.57306,                0.61841,                0.28202,                 1.7013,                 2.1851,                 2.0084,               0.000793,               0.000793,               0.000793
                     95,                  1.479,                 1.2148,                 1.8132,                0.63986,                0.57708,                0.61811,                0.28244,                  1.705,                 2.1535,                 2.0156,               0.000694,               0.000694,               0.000694
                     96,                 1.4807,                 1.2098,                 1.8057,                0.64474,                0.57048,                0.61704,                0.28238,                 1.7082,                 2.1299,                 2.0202,               0.000595,               0.000595,               0.000595
                     97,                 1.4783,                 1.1976,                 1.8086,                0.63149,                0.57909,                 0.6185,                0.28226,                   1.71,                 2.1389,                 2.0239,               0.000496,               0.000496,               0.000496
                     98,                 1.4632,                 1.1779,                 1.7911,                0.65046,                0.56626,                0.62019,                0.28249,                 1.7122,                 2.1406,                 2.0273,               0.000397,               0.000397,               0.000397
                     99,                 1.4579,                 1.1678,                 1.7885,                0.64119,                0.57131,                0.61822,                0.28245,                 1.7146,                 2.1452,                 2.0295,               0.000298,               0.000298,               0.000298
